Company,Date,Close,Return
BPCL,2015-12-01,69.96898651123047,
BPCL,2016-03-01,90.4686050415039,29.298149869561296
BPCL,2016-06-01,111.69818878173828,23.466244152316662
BPCL,2016-09-01,121.15775299072266,8.468860876042195
BPCL,2016-12-01,126.06839752197266,4.053099706814489
BPCL,2017-03-01,143.6870880126953,13.97550126521745
BPCL,2017-06-01,156.39047241210938,8.841006227568382
BPCL,2017-09-01,149.16322326660156,-4.621284809769655
BPCL,2017-12-01,127.16694641113281,-14.746447799773332
BPCL,2018-03-01,123.44981384277344,-2.9230335973797983
BPCL,2018-06-01,110.66017150878906,-10.360195723157062
BPCL,2018-09-01,101.08624267578125,-8.651648287249781
BPCL,2018-12-01,105.18390655517578,4.05363160300376
BPCL,2019-03-01,131.80813598632812,25.312075110260523
BPCL,2019-06-01,114.38825225830078,-13.216091402608276
BPCL,2019-09-01,168.6582489013672,47.44368024831693
BPCL,2019-12-01,140.5677490234375,-16.655277794540158
BPCL,2020-03-01,113.02128601074219,-19.5965740392573
BPCL,2020-06-01,141.81353759765625,25.47506987681727
BPCL,2020-09-01,129.7117462158203,-8.533593891558022
BPCL,2020-12-01,156.4365234375,20.603205184836384
BPCL,2021-03-01,170.67295837402344,9.100454691586911
BPCL,2021-06-01,172.5531005859375,1.1016052160962797
BPCL,2021-09-01,135.3644561767578,-21.55200009904107
BPCL,2021-12-01,146.8607177734375,8.492821469816247
BPCL,2022-03-01,138.80018615722656,-5.488555236837356
BPCL,2022-06-01,139.84266662597656,0.7510656128149051
BPCL,2022-09-01,147.71527099609375,5.629615452895553
BPCL,2022-12-01,137.4100799560547,-6.976388406254608
BPCL,2023-03-01,157.3926544189453,14.54229156207556
BPCL,2023-06-01,147.4554901123047,-6.313613772717774
BPCL,2023-09-01,190.75872802734375,29.36698923997916
BPCL,2023-12-01,264.37835693359375,38.59305923642833
BPCL,2024-03-01,287.8498840332031,8.87800626792794
BPCL,2024-06-01,327.96917724609375,13.937574909101901
BPCL,2024-09-01,276.4390563964844,-15.711879171786746
BPCL,2024-12-01,224.57717895507812,-18.76069109678302
BPCL,2025-03-01,307.282958984375,36.827330548060885
BPCL,2025-06-01,297.4390869140625,-3.2035203328060424
BPCL,2025-09-01,351.7803955078125,18.269726806097463
BPCL,2025-12-01,364.5,3.615779803142849
GAIL,2015-12-01,39.952919006347656,
GAIL,2016-03-01,48.86819076538086,22.31444405255285
GAIL,2016-06-01,50.642452239990234,3.6307083336228008
GAIL,2016-09-01,56.03120040893555,10.640772574377898
GAIL,2016-12-01,68.70782470703125,22.624224013723083
GAIL,2017-03-01,74.68254089355469,8.695830805296922
GAIL,2017-06-01,68.24252319335938,-8.623190404534164
GAIL,2017-09-01,85.09895324707031,24.700771989261995
GAIL,2017-12-01,83.11865234375,-2.3270567119325736
GAIL,2018-03-01,86.3770980834961,3.920234084487184
GAIL,2018-06-01,91.62027740478516,6.070103577942332
GAIL,2018-09-01,84.77699279785156,-7.469181278178693
GAIL,2018-12-01,84.51750183105469,-0.3060865433333171
GAIL,2019-03-01,90.94374084472656,7.603441742182038
GAIL,2019-06-01,65.39886474609375,-28.088657736486823
GAIL,2019-09-01,63.974674224853516,-2.177699149319412
GAIL,2019-12-01,52.98656463623047,-17.17571792550727
GAIL,2020-03-01,49.45341110229492,-6.668017747879606
GAIL,2020-06-01,51.22056579589844,3.573372704156119
GAIL,2020-09-01,54.96906280517578,7.318343620439882
GAIL,2020-12-01,75.93387603759766,38.13929538279825
GAIL,2021-03-01,87.29470825195312,14.961480708202357
GAIL,2021-06-01,81.22941589355469,-6.948064183790581
GAIL,2021-09-01,72.14217376708984,-11.187132181736992
GAIL,2021-12-01,80.50688171386719,11.594754510423687
GAIL,2022-03-01,84.36466979980469,4.7918736930448125
GAIL,2022-06-01,80.66878509521484,-4.380844153553953
GAIL,2022-09-01,84.8184814453125,5.14411658140097
GAIL,2022-12-01,91.89041900634766,8.337731872262832
GAIL,2023-03-01,93.8150634765625,2.0944996127201243
GAIL,2023-06-01,106.8380126953125,13.881511919462142
GAIL,2023-09-01,122.53854370117188,14.695641195269292
GAIL,2023-12-01,169.3150177001953,38.17286592951088
GAIL,2024-03-01,195.72793579101562,15.599867306271342
